Restaurant Name,City,Address,Longitude,Latitude,Rating text
Barbeque Ville,Nashik,"Karambelkar Tower, Mumbai Agra Road, Cidco, Near Dutta Tyres, Parijat Nagar, Nashik",73.77734005,19.97720852,Good
Little Italy,Nashik,"36/2, Govardhan Village, Off Gangapur-Savargaon Road, Satpur, Nashik",0,0,Average
Soma at Sula,Nashik,"Survey 36/2, Govardhan, Off Gangapur-Ganghavare Road, Satpur, Nashik",0,0,Average
Hotel Radhakrishna,Nashik,"P-35, MIDC, Satpur, Nashik Behind ITI, Trimbak Road,",73.74630857,19.98975665,Good
Sadhana Restaurant,Nashik,"Hardev Bagh, Near Someshwar, Motiwala College Road, Gangapur Road, Near Satpur, Nashik",73.72076757,20.02091783,Good
House Of Flavours,Nashik,"SSK Solitaire, Ahilyabai Holkar Marg, Tidke Colony, Near Mumbai Naka, Satpur, Nashik",73.776176,19.991295,Average
Food Cloud,New Delhi,"Aaya Nagar, New Delhi",0,0,Not rated
Burger.in,New Delhi,"84, Near Honda Showroom, Adchini, New Delhi",77.19692286,28.53538174,Average
Days of the Raj,New Delhi,"81/3, 1st Floor, Qutub Residency, Adchini, New Delhi",77.19747473,28.53549308,Average
Dilli Ka Dhaba,New Delhi,"66 A, Ground Floor, Sri Aurobindo Marg, Adchini, New Delhi",77.1980333,28.5375472,Average
Govardhan,New Delhi,"84, Adjacent Hero Motor Bike Showroom, Main Mehrauli Road, Adchini, New Delhi",77.1969242,28.5355234,Average
Mezbaan Grills,New Delhi,"A- 96, Shri Aurbindo Marg, Adchini, New Delhi",77.1981225,28.5381335,Average
Say Cheese,New Delhi,"88/3, Adchini, New Delhi",77.19815936,28.53744768,Average
Southy,New Delhi,"88/4, Adchini, New Delhi",77.19795015,28.53747419,Average
Monosoz,New Delhi,"Sri Aurobindo Marg, Adchini, New Delhi",77.19804244,28.53839431,Good
Waves,New Delhi,"A-4, Sarvodaya Enclave, Adchini, New Delhi",77.1988082,28.5386662,Good
Delhi Darbar,New Delhi,"84, Main Road, Adchini, New Delhi",77.19696745,28.53576259,Poor
Chateau,New Delhi,"84, Aurobindo Marg, Adchini, New Delhi",77.19679244,28.53565508,Very Good
Nariyal Cafe,New Delhi,"A-4, 3rd Foor, Adchini, New Delhi",77.199152,28.538438,Very Good
Rustom's Parsi Bhonu,New Delhi,"94-A/B, Adchini, New Delhi",77.19815668,28.53789627,Very Good
BarShala,New Delhi,"Aditya Mall, Next to Cross River Mall, CBD, Karkardooma, New Delhi",77.3006287,28.6557549,Average
Chawla'så_,New Delhi,"Shop SG 40, Aditya Mega Mall, Karkardooma, New Delhi",77.3011977,28.6560516,Average
Domino's Pizza,New Delhi,"15/16/16-A, Plot 9-D, Aditya Mega Mall, Karkardooma, New Delhi",77.3016337,28.6564531,Average
Sultanat,New Delhi,"31-BC, Ground Floor, Aditya Mega Mall, Karkardooma, New Delhi",77.3016026,28.6562624,Good
Bella Italia,New Delhi,"Ground Floor, MLCP, IGI Terminal 3, Aerocity, New Delhi",77.087897,28.554463,Average
Clever Fox Cafe,New Delhi,"Red Fox Hotel, Asset 6, Aerocity Hospitality District, Near Aerocity, New Delhi",77.120642,28.55169,Average
365 Naturals,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",77.087897,28.554463,Not rated
Tpot,New Delhi,"Basement, MLCP Parking, Terminal 3, Aerocity, New Delhi",77.087897,28.554463,Not rated
4 on 44 Restaurant & Bar,New Delhi,"112, Aggarwal City Mall, Road 44, Near M2K Multiplex, Pitampura, New Delhi",77.1346226,28.6901424,Average
Rambhog,New Delhi,"Shop 31, Aggarwal City Mall, Near Chunmun Store, Rani Bagh, Pitampura, New Delhi",77.1345554,28.6900143,Average
Selfie Lounge Restro & Bar,New Delhi,"214-215, 2nd Floor, Aggarwal City Mall, Pitampura, New Delhi",77.13477239,28.68990208,Average
BTW,New Delhi,"G-71 & G-87, Aggarwal City Plaza, Mangalam Palace, Rohini, New Delhi",77.1177269,28.7003322,Average
Chilli Pepper,New Delhi,"G-89-90, Near M2K Cinemas, Aggarwal City Plaza, Rohini, New Delhi",77.1176394,28.7006401,Average
Pizza Hut,New Delhi,"17, Mangalam Place, Aggarwal City Plaza, Rohini, New Delhi",77.1172629,28.7006935,Average
Puri Bakers,New Delhi,"G-97, Aggarwal City Plaza, Manglam Place, Rohini, New Delhi",77.1175742,28.7004868,Good
Jaiveer Naan & Chaap,New Delhi,"Shop 95, Aggarwal City Plaza, Near M2K, Rohini, New Delhi",77.1176368,28.7004261,Poor
Aggarwal's Sweets Paradise,New Delhi,"G-3, H/1, Alaknanda Shopping Complex, Alaknanda, New Delhi",77.2542078,28.52497428,Average
Bikaner Sweets,New Delhi,"A-1/G3, Pushpa Bhawan, Alaknanda Market, Alaknanda, New Delhi",77.2542551,28.5253209,Average
Cafe Coffee Day,New Delhi,"Nilgiri Market, Opposite Nilgiri Appartments, Alaknanda, New Delhi",77.25014627,28.52813297,Average
Cakeophony By Sonali,New Delhi,"Alaknanda, New Delhi",0,0,Average
Chandra Sweets,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",77.2540557,28.5255719,Average
Chhotu Mashhoor Kathi Roll,New Delhi,"Near Mother Dairy, Alaknanda Market, Alaknanda, New Delhi",77.25411225,28.52569245,Average
Green Chick Chop,New Delhi,"10 & 11, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",77.24689879,28.52810941,Average
Lazeez Restaurant,New Delhi,"J 15, Alaknanda Shopping Complex, Mini Market, Alaknanda, New Delhi",77.2545694,28.5256646,Average
Madhuvan Chinese Fast Food,New Delhi,"Alaknanda Shopping Complex, Near Gangotri Complex Part B, Alaknanda, New Delhi",77.2532459,28.52560319,Average
Mr Wong,New Delhi,"Shop 4, Nilgiri Shopping Complex, Alaknanda, New Delhi",77.249793,28.525675,Average
Mughlai Shahi Rasoi,New Delhi,"B-13, DDA Shopping Complex, Alaknanda, New Delhi",77.253851,28.5253274,Average
Mumbai Central Street Food,New Delhi,"Shop 6, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",77.24780235,28.52774267,Average
Neha's Treat,New Delhi,"Alaknanda Shopping Complex, Alaknanda, New Delhi",77.2540306,28.5257928,Average
New Bakers Shoppee,New Delhi,"A-12, Alaknanda Shopping Complex, Opposite ICICI Bank, Alaknanda, New Delhi",77.25402072,28.52553898,Average
Pant  Ice Cream Parlour,New Delhi,"A-17, Alaknanda Market, Alaknanda, New Delhi",77.25401971,28.52572397,Average
PM 2 AM Food Bank,New Delhi,"1st Floor, Alaknanda Market, Alaknanda, New Delhi",77.25118,28.52757,Average
Punjabi Chaap Corner,New Delhi,"Shop 6, GF, Plot 2, NRI Colony, Alaknanda, New Delhi",77.2542022,28.533376,Average
Sartaj Food Corner,New Delhi,"J 3/21, DDA Flats, Opposite Alaknanda Market, Alaknanda, New Delhi",77.2540755,28.5258419,Average
The Sugar Therapy,New Delhi,"63-C, Pocket F, Gangotri Apartments, Alaknanda, New Delhi",77.252479,28.523785,Average
Biryani Binge,New Delhi,"Mandakini Enclave, Alaknanda, New Delhi",77.25034475,28.53141028,Good
City of Joy,New Delhi,"2, 1st Floor, Aravali Shopping Complex, Alaknanda, New Delhi",77.25312788,28.53267894,Good
Letz Roll,New Delhi,"Narmada Shopping Complex, Opposite Don Bosco School, Alaknanda, New Delhi",77.2468466,28.5278902,Good
Nukkad,New Delhi,"Shop 14, Nilgiri Apartments, Alaknanda, New Delhi",77.25,28.53,Good
#InstaFreeze,New Delhi,"B-17, Alaknanda Shopping Complex, Alaknanda, New Delhi",77.253694,28.52542,Not rated
Aahar Meat and Chicken Shop,New Delhi,"F-6, Pushpa Bhawan, Alaknanda Shopping Complex, Alaknanda, New Delhi",77.25,28.52,Not rated
Food Cafe,New Delhi,"1-B, Mandakini Enclave, Near Gate 6, Opposite Kalka Public School, Alaknanda, New Delhi",77.25012012,28.5299095,Not rated
Lazeez Restaurant,New Delhi,"15, Opposite Union Bank of India, Main Road, Greater Kailash 4, Alaknanda, New Delhi",77.25394236,28.5335614,Not rated
Lemon Chick,New Delhi,"7 & 11, G-1, Raj Tower 1, Alaknanda Shopping Complex, Near Post Office, Alaknanda, New Delhi",77.2546954,28.525267,Not rated
Punjabi Chaap Corner,New Delhi,"Shop 6, Ground Floor, Plot 2, NRI Colony, Greater Kailash 4, Alaknanda, New Delhi",0,0,Not rated
Purani Dilli Foods,New Delhi,"J-16, Mini Market, Alaknanda, New Delhi",77.2550814,28.5254928,Not rated
Tandoori Kebab,New Delhi,"356 Narmada, Alaknanda, New Delhi",77.248174,28.526931,Not rated
Shree Rathnam,New Delhi,"D1, First Floor, Abhishek Tower, Alaknanda, New Delhi",77.2543449,28.5255985,Poor
Alaturka,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",77.1549849,28.541562,Average
Amici Gourmet Pizza,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",77.1549896,28.5414797,Average
Burger King,New Delhi,"3rd Floor,  Ambience Mall, Vasant Kunj, New Delhi",77.1551985,28.5417053,Average
Kylin Express,New Delhi,"5, Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",77.155068,28.5411683,Average
Big Fat Sandwich,New Delhi,"Over Bridge, Ambience Mall, Vasant Kunj, New Delhi",77.15575699,28.54155381,Good
Fashion Tv Cafe,New Delhi,"T-319, Level 3, Ambience Mall, Vasant Kunj, New Delhi",77.15530144,28.5414127,Good
Kylin Skybar,New Delhi,"T-302, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",77.154938,28.5414475,Good
Lemon Drops,New Delhi,"T 314 -15, Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",77.1552225,28.5410525,Good
Punjabi By Nature Express,New Delhi,"3rd Floor, Food Court, Ambience Mall, Vasant Kunj, New Delhi",77.155099,28.5411702,Good
Red Mango,New Delhi,"Level 2, Ambience Mall, Vasant Kunj, New Delhi",77.1553877,28.5409809,Good
Starbucks,New Delhi,"1st Floor, Ambience Mall, Vasant Kunj, New Delhi",77.15541266,28.54089671,Good
Peninsular Kitchen,New Delhi,"Level 3, Ambience Mall, Vasant Kunj, New Delhi",77.1550949,28.5411409,Very Good
Mithapur,New Delhi,"4 & 5, Anand Lok Market, Opposite Gargi College, Anand Lok, New Delhi",77.2187517,28.5555634,Average
Diggin,New Delhi,"Anand Lok Shopping Centre, Opposite Gargi College, Anand Lok, New Delhi",77.2194983,28.5556355,Very Good
Aggarwal Sweet India,New Delhi,"17, DDA Market, Savita Vihar, Anand Vihar, New Delhi",77.3169197,28.6603476,Average
Banzara's,New Delhi,"8, A Block, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",77.3063202,28.6594964,Average
Bobby Tikki Wala,New Delhi,"G-1, Ajnara Tower, DDA Market, Plot Number 1, Savita Vihar, Near Anand Vihar, New Delhi",77.3168615,28.6603647,Average
Chennai Junction,New Delhi,"G-3, Pankaj Plaza, LSC, Surajmal Vihar, Anand Vihar, New Delhi",77.3065547,28.6596493,Average
Chicken Bite,New Delhi,"G 3, Block A, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",77.3065301,28.6595397,Average
Chocolate Dreams,New Delhi,"D-130, Anand Vihar, New Delhi",77.3068973,28.6594042,Average
Dial n Dine,New Delhi,"Shop 16, Ground Floor, DDA Market, Savita Vihar, Anand Vihar, New Delhi",77.316909,28.6602285,Average
Fresh n Refresh,New Delhi,"Shop 4, Kamal Complex, Central Market, Pocket A, Surajmal Vihar, Near Anand Vihar, New Delhi",77.3066672,28.6596084,Average
Garden Hut,New Delhi,"Maharaja Surajmal Samadhi Park, Opposite C Block, Suraj Mal Vihar, Anand Vihar, New Delhi",77.305701,28.6601278,Average
Giani,New Delhi,"G-4, Pankaj Plaza, A Block, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",77.3064966,28.6596561,Average
Jugnu Gaming Zone and Cafe,New Delhi,"39, Opposite Bharat Petrol Pump, Near Yamuna Sports Complex, Anand Vihar, New Delhi",77.3103233,28.6578549,Average
Keventer's South Indian & Chinese Food,New Delhi,"Shop No 5, Chetan Complex, Anand Vihar, New Delhi",77.3068127,28.6594592,Average
KTS,New Delhi,"Central Market, Surajmal Vihar, Anand Vihar, New Delhi",77.306795,28.65948,Average
Mandarin,New Delhi,"G-7, Pankaj Plaza, Surajmal Vihar, Near, Anand Vihar, New Delhi",77.3061657,28.6598026,Average
Penguin Bakers & Shakers,New Delhi,"G-6, Pankaj Plaza, Local Shopping Complex, Surajmal Vihar, Anand Vihar, New Delhi",77.3064705,28.6596774,Average
Rollmates,New Delhi,"G 4, Plot 10, LSC Market, Khetan Complex, Surajmal Vihar, Anand Vihar, New Delhi",77.3064258,28.6595258,Average
Tandoori Nights,New Delhi,"Plot 5, Sikka Mansion, Savita Vihar Market, Anand Vihar, New Delhi",77.3169899,28.6604475,Average
Burger Dominion,New Delhi,"G-5, Pankaj Plaza, Ground Floor, A Block, Surajmal Vihar, Anand Vihar, New Delhi",77.3065439,28.6596325,Good
Cafe Gainz,New Delhi,"Shop G-7, Plot 4, LSC, Surajmal Vihar, Near, Anand Vihar, New Delhi",77.306742,28.6595377,Good
Chaskaa,New Delhi,"Kamal Complex, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",77.3066776,28.6595993,Good
Fabulous Cake Bites,New Delhi,"G-5, Ajnara Complex, Savita Vihar, Anand Vihar, New Delhi",77.3057084,28.6601355,Good
Hangout - A House Of Kathis,New Delhi,"G-2, Ashish Complex, Surajmal Vihar Market, Anand Vihar, New Delhi",77.3065483,28.6594782,Good
Malais By Anands,New Delhi,"Shop 11, Ground Floor, LSC Complex, Savita Vihar, Anand Vihar, New Delhi",77.3171967,28.6602308,Good
Panchwati Rasoi,New Delhi,"LSC, Savita Vihar Market, Anand Vihar, New Delhi",77.317158,28.6598763,Good
Sprinkles Cup & Cake,New Delhi,"B-268, Yojna Vihar, Anand Vihar, New Delhi",77.3160226,28.6632543,Good
Target Ice Cream & Bakers,New Delhi,"Ground Floor, 4, Vigyan Vihar, Anand Vihar, New Delhi",77.3128538,28.660001,Good
The Sweeet Jar,New Delhi,"A-276, Surajmal Vihar, Anand Vihar, New Delhi",77.3049468,28.6600636,Good
Amar Bakery,New Delhi,"G-5 & 6, Krit Plaza LSC, Surajmal Vihar, Anand Vihar, New Delhi",77.3066854,28.6595807,Not rated
Cafe Brewbug,New Delhi,"Shop 4, Atlantic Plaza, Surajmal Vihar, Anand Vihar, New Delhi",77.3064428,28.6595978,Not rated
Chilll House Kafe,New Delhi,"F-201, A Block, Ashish Complex-2, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",77.3068152,28.6594371,Not rated
Cookie Shookie,New Delhi,"165, Vigyan Vihar, Anand Vihar, New Delhi",77.3068421,28.6594206,Not rated
Fabulous Cake,New Delhi,"C3, Yojna Vihar Market, Anand Vihar, New Delhi",77.3181158,28.6640178,Not rated
Jai Maa Shaarde Samose Wala,New Delhi,"G 2 Sarita Vihar, Anand Vihar, New Delhi",77.3171146,28.6603594,Not rated
Madaan Confectionery,New Delhi,"Shop 17, C Block, Yojna Vihar, Anand Vihar, New Delhi",77.3180203,28.6636866,Not rated
Magic Masala,New Delhi,"Shop 567, Plot 8, LSC Market, Anand Vihar, New Delhi",77.3061815,28.6597573,Not rated
Sikka Chinese Fast Food,New Delhi,"A-134, Surajmal Vihar, Near Bharat National School, Anand Vihar, New Delhi",77.3065417,28.6579247,Not rated
Teedo's Cake Inn,New Delhi,"House 1, Dayanand Vihar, Anand Vihar, New Delhi",77.3056481,28.6600976,Not rated
Thalaiva Cafe,New Delhi,"Shop 6, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",77.3065199,28.659426,Not rated
The Cake Affairs,New Delhi,"C-391, 1st Floor, Yojna Vihar, Near Anand Vihar, Anand Vihar, New Delhi",77.3170268,28.6622024,Not rated
Tulsi Ram Chinese Hut,New Delhi,"G 6, Plot 10, Chetan Complex, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",77.3062409,28.6595326,Not rated
V. K. Pasta,New Delhi,"Shop 2, Chetan Complex, Surajmal Vihar, Anand Vihar, New Delhi",77.3066115,28.6595859,Not rated
Xpert Bakers,New Delhi,"Shop 22, D Block, DDA Market, Anand Vihar, New Delhi",77.3147803,28.6519961,Not rated
Juniper Bar - Andaz Delhi,New Delhi,"Andaz Delhi, Asset 1, Aerocity, New Delhi",77.12181085,28.55480667,Average
McDonald's,New Delhi,"BG-02, Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2243586,28.5625545,Average
Pizza Hut Delivery,New Delhi,"B-05, Ground Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2242626,28.5625495,Average
The Arena,New Delhi,"C Block, Ansal Plaza, Khel Gaon Marg, New Delhi",77.2245776,28.5624498,Average
Restaurant De Seoul,New Delhi,"3rd Floor, C Block, Ansal Plaza Mall, Near Siri Fort, Khel Gaon Marg, New Delhi",77.2245397,28.562518,Good
Taksim,New Delhi,"CG 01, Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2239998,28.5625562,Good
Jom Jom Malay,New Delhi,"BG 04, Ansal Plaza, Andrews Ganj, Khel Gaon Marg, New Delhi",77.224443,28.563155,Very Good
Kofuku,New Delhi,"BG-09, Ansal Plaza Mall, August Kranti Marg, Khel Gaon Marg, New Delhi",77.22493695,28.56257437,Very Good
The Sky High,New Delhi,"C-306 A & 307, T-101 & 102, 3rd Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2243747,28.5622825,Very Good
Haldiram's,New Delhi,"1st Floor, ARSS Mall, Opposite Jwalaheri, Paschim Vihar, New Delhi",77.10154384,28.66894461,Average
Jux Pux - The Dreamer's Cafe,New Delhi,"A-2/3, Near Delhi Stock Exchange, Asaf Ali Road, New Delhi",77.238382,28.640954,Average
Pizzaon,New Delhi,"G-26, Ground Floor, Wardhman Plaza, Asaf Ali Road, New Delhi",77.23196391,28.64244153,Average
FFC Restaurant,New Delhi,"2581, Shanker Street, Asaf Ali Road, New Delhi",77.231881,28.642415,Not rated
"34, Chowringhee Lane",New Delhi,"115, Central Market, Ashok Vihar Phase 1, New Delhi",77.1729156,28.6933274,Average
Aapni Dhani,New Delhi,"14/1 A, Deep Cinema, Central Market, Ashok Vihar Phase 1, New Delhi",77.1731452,28.6927118,Average
Bengal Sweet Corner,New Delhi,"36, Central Market, Ashok Vihar Phase 1, New Delhi",77.1725562,28.692666,Average
Chicken Vicken,New Delhi,"Shop 12, I Block, DDA Market, Ashok Vihar Phase 1, New Delhi",77.1664456,28.6849156,Average
Cup-a-licious,New Delhi,"Ashok Vihar Phase 1, New Delhi",77.1763302,28.6976846,Average
Frontier,New Delhi,"14, Building 3, Mohan Bazar, Central Market, Ashok Vihar Phase 1, New Delhi",77.1714778,28.6931895,Average
Metro Fast Food,New Delhi,"Near Taxi Stand, Central Market, Ashok Vihar Phase 1, New Delhi",77.1727344,28.6938333,Average
Nagpal's,New Delhi,"Shop 14, Near Major Dhyan Chand Stadium, IB Block Market, Ashok Vihar Phase 1, New Delhi",77.1664456,28.6848261,Average
Nile Restro & Bar,New Delhi,"26, 3rd Floor, Central Market, Ashok Vihar Phase 1, New Delhi",77.1721967,28.6942435,Average
Popular Chicken,New Delhi,"21, DDA Murga Market, J Block, Opposite Water Tank, Ashok Vihar Phase 1, New Delhi",77.1730055,28.6874254,Average
Sardar A Pure Meat Shop,New Delhi,"J-17, DDA Market, Ashok Vihar Phase 1, New Delhi",77.1729156,28.6873272,Average
Shankar Fast Food,New Delhi,"A-5, Central Market, Ashok Vihar Phase 1, New Delhi",77.1716576,28.6929381,Average
Singh's Zaika ,New Delhi,"C-9, Community Center, Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",77.1767631,28.6812819,Average
The Mirch Masala,New Delhi,"27/4, Central Market, Ashok Vihar Phase 1, New Delhi",77.1731558,28.6931964,Average
The Mirch Masala,New Delhi,"DDA Murga Market, Near Deep Cinema, Ashok Vihar Phase 1, New Delhi",77.1736345,28.6873066,Average
Uncle Cake Shop,New Delhi,"A-795, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",77.1855851,28.6738532,Average
Kays Bar-Be-Que,New Delhi,"16/27, Community Cetre, Ashok Vihar Phase 1, New Delhi",77.1731852,28.6933532,Good
Master Bakers,New Delhi,"G-32 & 33, Usha Chambers, Community Centre, Ashok Vihar Phase 1, New Delhi",77.1728257,28.6925128,Good
The Master's Fast Food Centre,New Delhi,"8, Deep Cinema Complex, Ashok Vihar Phase 1, New Delhi",77.1734098,28.6930613,Good
6 Pack Momos,New Delhi,"BA-Block, Deep Market, Ashok Vihar Phase 1, New Delhi",77.1724219,28.6940223,Not rated
Al Noor Foods,New Delhi,"23, J-Block, Ashok Vihar Phase 1, New Delhi",77.1731402,28.6870353,Not rated
Avon Kitchen,New Delhi,"Shop 1, Ground Floor, J Block, Ashok Vihar Phase 1, New Delhi",77.1736822,28.6872769,Not rated
Bhasad Cafe,New Delhi,"E-46, Near Gopal Paints, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",77.1808229,28.6720536,Not rated
Bikaner Kesarvala,New Delhi,"Shop 10, H Block, DDA Market, Ashok Vihar Phase 1, New Delhi",77.1685277,28.687879,Not rated
De Bone Chicken,New Delhi,"20, J Block, Murga Market, Near Water Tank, Ashok Vihar Phase 1, New Delhi",77.1730688,28.6872543,Not rated
Indian Fresh Meat Shop,New Delhi,"Shop 8, Murga Market, J Block, Ashok Vihar Phase 1, New Delhi",77.1728262,28.687261,Not rated
JD's Food Court,New Delhi,"E-46, Near Gopal Paints, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",77.1808229,28.6720536,Not rated
Keventers,New Delhi,"Shop  5/6, Building 26, Deep Market, Ashok Vihar Phase 1, New Delhi",77.1722866,28.6942521,Not rated
Malhotra Bakery,New Delhi,"Shop 136, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",77.18563,28.6738127,Not rated
Matthi Wala,New Delhi,"B-1138, Main Market, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",77.18,28.67,Not rated
Nirula's Ice Cream,New Delhi,"Shop 26, Central Market, Deep Complex, Ashok Vihar Phase 1, New Delhi",77.172323,28.694039,Not rated
Punjabi Chaap Corner,New Delhi,"A-49, Subhtra Colony, Near Shastri Nagar Metro Station, Ashok Vihar Phase 1, New Delhi",77.1809128,28.6703604,Not rated
Puran Dhaba,New Delhi,"Shop J-11/11, Sanjay Market, Opposite Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",77.1724663,28.6802986,Not rated
Rama Desi Ghee Meat Wala,New Delhi,"IA, Block 10 C, Ashok Vihar Phase 1, New Delhi",0,0,Not rated
VadaPav 'n' Frankie,New Delhi,"Opposite Murga Market, Ashok Vihar Phase 1, New Delhi",77.1732301,28.6873126,Not rated
Chhabra Sweets,New Delhi,"26, Central Market, Ashok Vihar Phase 1, New Delhi",77.1723764,28.6939921,Poor
Kanwarji's,New Delhi,"B4-33A, Ashok Vihar Phase 2, New Delhi",77.1787198,28.6945328,Average
Pizza Hut,New Delhi,"B-2/3, Ashok Vihar Phase 2, New Delhi",77.1780375,28.6929229,Average
Sagar Ratna,New Delhi,"B-2/1, Ashok Vihar Phase 2, New Delhi",77.1779476,28.693362,Average
Smelling Salts,New Delhi,"C-2/13, Ashok Vihar Phase 2, New Delhi",77.1715677,28.6951682,Average
Wah Ji Wah,New Delhi,"9, Community Centre, Near Satyawati College, Ashok Vihar Phase 2, New Delhi",77.1795361,28.6960643,Average
Wheelyz,New Delhi,"B4/57A, Ashok Vihar Phase 2, New Delhi",77.1782172,28.693567,Average
Bell Pepperz,New Delhi,"A-4, Community Centre, Ashok Vihar Phase 2, New Delhi",77.1795201,28.6965128,Good
Bharat Sweets,New Delhi,"B-2/3, Ashok Vihar Phase 2, New Delhi",77.1780375,28.6929229,Good
Invitation,New Delhi,"3, Community Centre, Ashok Vihar Phase 2, New Delhi",77.1794454,28.6961234,Good
Mystique Melange,New Delhi,"C-3/8, Ashok Vihar Phase 2, New Delhi",77.1702198,28.6963822,Good
Pandit Ji Paranthe Wale,New Delhi,"Ashok Vihar Phase 2, New Delhi",77.1799506,28.6965655,Good
Raju Chat Palace,New Delhi,"76, Srinagar Colony, Bharat Nagar Road, Ashok Vihar Phase 2, New Delhi",77.1855035,28.680204,Good
Seasonings - The Spice Mysteries,New Delhi,"B-1/6, Ashok Vihar Phase 2, New Delhi",77.1793165,28.6950531,Good
SGF - Spice Grill Flame,New Delhi,"9, Community Centre 2, Ashok Vihar Phase 2, New Delhi",77.1794162,28.6961906,Good
Apni Rasoi,New Delhi,"1, Pocket B, DDA Market, Ashok Vihar Phase 3, New Delhi",77.177678,28.6923511,Average
Bablu Kabab Shop,New Delhi,"Shop 42, DDA Market, Near Taxi Stand, Ashok Vihar Phase 3, New Delhi",77.1781273,28.6919464,Average
Cake o' Cuisine,New Delhi,"A-1/9, Satyawati Colony, Ashok Vihar Phase 3, New Delhi",77.1778577,28.691831,Average
Domino's Pizza,New Delhi,"2-4 & 25-27, Pocket B, Ground Floor, DDA Market, Ashok Vihar Phase 3, New Delhi",77.1778168,28.6924171,Average
Hunger Flames,New Delhi,"15, DDA Market 3, Satyawati Nagar, Ashok Vihar Phase 3, New Delhi",77.1835542,28.6872232,Average
Puran Chand Ambala Wale Di Hatti,New Delhi,"Shop 8, DDA Market, Ashok Vihar Phase 3, New Delhi",77.1780375,28.6924751,Average
The Cake Gallery,New Delhi,"12, Jain Colony, Veer Nagar, Near Rana Pratap Bagh, Ashok Vihar Phase 3, New Delhi",77.1674237,28.6849542,Average
Bablu Chic Inn,New Delhi,"Shop 9, Pocket B, DDA Market, Ashok Vihar Phase 3, New Delhi",77.1780492,28.6924851,Good
Masala Basket,New Delhi,"Shop 15, DDA Market, Ashok Vihar Phase 3, New Delhi",77.1778832,28.6921495,Good
Udta Punjab,New Delhi,"Shop 12, DDA Market, B Block, Ashok Vihar Phase 3, New Delhi",77.1780375,28.6924751,Good
Munch Nation,New Delhi,"Shop 29, Ground Floor, Durga Place DDA Market, Ashok Vihar Phase 3, New Delhi",77.17785772,28.69218909,Very Good
Bengali Pastry Shop & Snack Bar,New Delhi,"34-37, Bengali Market, Barakhamba Road, New Delhi",77.2319679,28.6295216,Average
Bhimsain's Bengali Sweet House,New Delhi,"27-29, Bengali Market, Barakhamba Road, New Delhi",77.231938,28.6297833,Average
Cafe Coffee Day,New Delhi,"Shop D, Ground Floor, DCM Building, Barakhamba Road, New Delhi",77.22546157,28.62981784,Average
Colonel's Kababz,New Delhi,"Shop 44-45, Bengali Market, Barakhamba Road, New Delhi",77.2322198,28.6291908,Average
Faasos,New Delhi,"Shop 30, Gandhi Market, Minto Road, Barakhamba Road, New Delhi",77.22947,28.637044,Average
Karachi Bakery,New Delhi,"Shop 21, Bengali Market, Barakhamba Road, New Delhi",77.2321395,28.6296552,Average
Nathu's Sweets,New Delhi,"23-25, Bengali Market, Barakhamba Road, New Delhi",77.2321162,28.6297135,Average
Sachdeva Confectioners,New Delhi,"1, Gandhi Market, Mirdard Road, Minto Road, Barakhamba Road, New Delhi",77.23034,28.636706,Average
Bengali Sweet House,New Delhi,"30-33, Bengali Market, Barakhamba Road, New Delhi",77.2319464,28.6296407,Good
Bijoli Grill,New Delhi,"3, Hailey Road, Banga Bhawan, Barakhamba Road, New Delhi",77.22564027,28.62586289,Good
Nathu's Pastry Shop,New Delhi,"12 & 13, Bengali Market, Barakhamba Road, New Delhi",77.2320661,28.6291468,Good
